record_id,project_id,state_ut,district,sub_district,village,village_lgd_code,project_type,applicable_act,land_required_hectares,parcel_count,land_owner_count,affected_families,displaced_families,objections_count,hearings_count,court_case_count,compensation_assessed_inr,compensation_disbursed_inr,compensation_pending_inr,rr_assessed_inr,rr_disbursed_inr,land_record_digitization_rate,current_stage,estimated_duration_days,delay_risk_score,delayed_flag,data_provenance,synthetic_note
SYN-ACQ-00659,SYN-PROJ-00659,CHHATTISGARH,Bastar,Nangur,Alkuralis Taipadar,449081.0,National Highway,Other applicable statute,22.42,106,92,40,3,7,3,2,219683600,187352000,32331600,11278600,4350700,0.6581,Notification,495,0.1336,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00660,SYN-PROJ-00660,CHHATTISGARH,Balod,Marri Bangla (Deori),Suregaon,443001.0,Urban Infrastructure,RFCTLARR Act 2013,27.29,99,142,46,38,13,8,1,182448500,152458600,29989900,18042600,16819200,0.5948,Objection/Hearing,500,0.2598,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00661,SYN-PROJ-00661,CHHATTISGARH,Mahasamund,Mahasamund,Salihabhatha,446146.0,Railway,RFCTLARR Act 2013,10.62,50,80,34,16,19,17,1,38367000,13463800,24903200,14175600,7336300,0.9064,Completed,501,0.3459,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00662,SYN-PROJ-00662,CHHATTISGARH,Balrampur-Ramanujganj,Shankargarh,Tikni,432449.0,National Highway,National Highways Act 1956,28.91,37,102,21,12,12,7,0,162482700,135023400,27459300,12047700,2412800,0.8975,Compensation,300,0.1982,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00663,SYN-PROJ-00663,CHHATTISGARH,Bilaspur,Kota,Dhuma,438017.0,Urban Infrastructure,National Highways Act 1956,40.76,170,131,60,21,12,11,0,423457300,228014600,195442600,11839800,7531600,0.8259,Objection/Hearing,607,0.4269,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00664,SYN-PROJ-00664,CHHATTISGARH,Bemetara,Bemetara,Khairi ( Balsumund ),442043.0,National Highway,RFCTLARR Act 2013,3.62,83,43,5,5,15,14,2,43330700,36031700,7298900,2024800,1098300,0.5566,Completed,575,0.289,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00665,SYN-PROJ-00665,CHHATTISGARH,Uttar Bastar Kanker,Durgkondal,FOREST,51.0,Irrigation,RFCTLARR Act 2013,28.4,129,94,35,34,7,5,0,94797100,85020400,9776700,12194500,7455000,0.6773,Notification,359,0.1463,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00666,SYN-PROJ-00666,CHHATTISGARH,Mungeli,Mungeli,Lachhanpur,438277.0,Urban Infrastructure,National Highways Act 1956,24.03,70,14,3,3,5,2,0,201754100,182834500,18919600,2217600,1894700,0.8299,GIS Verification,335,0.1072,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00667,SYN-PROJ-00667,CHHATTISGARH,Balrampur-Ramanujganj,Balrampur,Putsura,432060.0,Railway,National Highways Act 1956,47.72,100,64,25,22,14,10,0,241757600,150199500,91558100,10966300,10541100,0.961,Scrutiny,509,0.2789,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00668,SYN-PROJ-00668,CHHATTISGARH,Balod,Daundi,Bhaisbor,443244.0,National Highway,RFCTLARR Act 2013,44.63,63,78,16,15,19,13,1,241275200,103232500,138042700,5899600,3327700,0.5945,Scrutiny,629,0.4328,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00669,SYN-PROJ-00669,CHHATTISGARH,Sarangarh-Bilaigarh,Bilaigarh,Jogidipa,444261.0,Irrigation,National Highways Act 1956,67.54,66,76,23,23,20,10,0,390944400,341257300,49687100,9400400,7620000,0.885,Possession,408,0.1787,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00670,SYN-PROJ-00670,CHHATTISGARH,Balod,Daundi,Kopedera,443305.0,Railway,Railways Act 1989,8.52,157,55,17,17,15,9,0,64565900,55879100,8686700,10927600,10564100,0.9651,Award,225,0.1585,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00671,SYN-PROJ-00671,CHHATTISGARH,Balodabazar-Bhatapara,Bhatapara,Dhurrabandha,443644.0,Railway,Other applicable statute,66.36,59,60,12,0,16,14,1,148466200,83708000,64758200,7054400,5804300,0.9967,Objection/Hearing,576,0.1893,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00672,SYN-PROJ-00672,CHHATTISGARH,Rajnandgaon,Chhuriya,FOREST,51.0,Irrigation,Other applicable statute,3.93,155,150,71,16,41,23,0,34121600,27039700,7081900,45241800,40844700,0.5649,R&R,562,0.281,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00673,SYN-PROJ-00673,CHHATTISGARH,Mahasamund,Mahasamund,Sukul Bai,446095.0,Railway,National Highways Act 1956,66.88,136,45,23,2,13,8,2,411004500,318403000,92601400,9344200,7179600,0.8396,Scrutiny,413,0.2099,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00674,SYN-PROJ-00674,CHHATTISGARH,Jashpur,Jashpur,FOREST,51.0,Industrial Corridor,Other applicable statute,15.65,53,103,22,19,21,10,2,86675800,67124900,19550900,14092600,4209800,0.6799,Completed,378,0.233,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00675,SYN-PROJ-00675,CHHATTISGARH,Khairagarh-Chhuikhadan-Gandai,Gandai,Khaira Nawapara,440108.0,Industrial Corridor,National Highways Act 1956,10.26,182,30,8,5,7,3,0,94392600,77916000,16476600,3175200,1814200,0.8793,Possession,452,0.3416,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00676,SYN-PROJ-00676,CHHATTISGARH,Mahasamund,Komakhan,Chingariya,446559.0,Urban Infrastructure,National Highways Act 1956,46.13,79,179,45,23,19,10,0,275956400,275956400,0,15169700,15169700,0.603,Completed,429,0.1186,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00677,SYN-PROJ-00677,CHHATTISGARH,Durg,Durg,Utai (NP),802010.0,Irrigation,Railways Act 1989,25.77,206,110,42,2,14,13,0,129092700,98533600,30559100,15347400,11115600,0.7754,GIS Verification,283,0.1122,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00678,SYN-PROJ-00678,CHHATTISGARH,Raipur,Abhanpur,Julum,444589.0,Railway,RFCTLARR Act 2013,25.88,129,36,11,11,6,4,2,69586800,50556000,19030800,8454700,5080600,0.9302,Compensation,356,0.0703,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00679,SYN-PROJ-00679,CHHATTISGARH,Sarangarh-Bilaigarh,Sarangarh,Pikri,435368.0,Urban Infrastructure,Other applicable statute,73.24,60,128,36,17,32,24,1,304423400,278251400,26172000,19477800,16446700,0.6491,Scrutiny,402,0.2032,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00680,SYN-PROJ-00680,CHHATTISGARH,Mungeli,Pathariya,Chandragadhi,438407.0,Irrigation,RFCTLARR Act 2013,13.96,217,19,9,7,6,3,0,127494000,87959600,39534400,7004300,5980600,0.8158,Compensation,465,0.3043,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00681,SYN-PROJ-00681,CHHATTISGARH,Sakti,Dabhra,Rambhatha,437130.0,Irrigation,RFCTLARR Act 2013,5.01,153,174,15,15,40,35,4,70450300,59750700,10699600,2915800,2915800,0.9502,GIS Verification,264,0.0,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00682,SYN-PROJ-00682,CHHATTISGARH,Kabeerdham,Sahaspur Lohara,Kauhapani,439599.0,National Highway,RFCTLARR Act 2013,37.98,158,19,3,3,10,5,1,243407400,157552700,85854700,2407000,1714700,0.6191,Proposal,498,0.2059,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00683,SYN-PROJ-00683,CHHATTISGARH,Surguja,Lakhanpur,Jama,433068.0,Power Transmission,National Highways Act 1956,10.47,126,6,1,1,3,2,0,80118900,53593300,26525600,192900,122900,0.7049,Possession,799,0.4391,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00684,SYN-PROJ-00684,CHHATTISGARH,Korea,Baikunthpur,Badgaon,431428.0,Industrial Corridor,National Highways Act 1956,18.15,186,123,51,10,37,26,0,180650000,109557100,71092900,18447200,15109100,0.8899,Objection/Hearing,364,0.0823,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00685,SYN-PROJ-00685,CHHATTISGARH,Sukma,Konta,Nulkatong,450408.0,Power Transmission,Railways Act 1989,21.02,122,73,24,8,29,14,0,185281600,157306300,27975400,14268500,9230700,0.5641,Compensation,347,0.1632,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00686,SYN-PROJ-00686,CHHATTISGARH,Raigarh,Gharghoda,FOREST,51.0,Urban Infrastructure,National Highways Act 1956,35.55,47,178,60,28,21,19,1,214952600,193458200,21494500,53623500,36263700,0.7252,Scrutiny,167,0.0,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00687,SYN-PROJ-00687,CHHATTISGARH,Uttar Bastar Kanker,Aamabeda,Alanar,448136.0,Industrial Corridor,Railways Act 1989,50.21,91,97,37,37,24,11,3,218772300,140217600,78554800,16181800,16181800,0.7289,Completed,429,0.3711,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00688,SYN-PROJ-00688,CHHATTISGARH,Korea,Baikunthpur,Bhakhar,431427.0,National Highway,Railways Act 1989,67.88,70,179,76,26,11,7,2,335338200,204085500,131252700,42672000,42672000,0.7893,Possession,161,0.0944,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00689,SYN-PROJ-00689,CHHATTISGARH,Dhamtari,Dhamtari,Ranwa,447020.0,Industrial Corridor,Railways Act 1989,61.7,191,53,22,22,10,8,2,132029800,76052500,55977300,10592100,5834500,0.7501,Compensation,346,0.1346,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00690,SYN-PROJ-00690,CHHATTISGARH,Jashpur,Duldula,FOREST,51.0,Railway,Other applicable statute,54.21,154,23,7,4,6,5,0,258623000,198662800,59960300,6197600,3932100,0.6151,Completed,472,0.1408,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00691,SYN-PROJ-00691,CHHATTISGARH,Surguja,Ambikapur,Hansuli,432934.0,Industrial Corridor,Other applicable statute,15.53,154,43,22,6,2,1,0,118542200,75213700,43328500,9296300,3003100,0.7909,Objection/Hearing,227,0.0782,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00692,SYN-PROJ-00692,CHHATTISGARH,Uttar Bastar Kanker,Kanker,Tultuli,447825.0,Power Transmission,RFCTLARR Act 2013,12.64,218,92,37,11,23,22,1,133108000,100220000,32888000,21959100,12992000,0.8627,Compensation,169,0.0772,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00693,SYN-PROJ-00693,CHHATTISGARH,Mungeli,Mungeli,Keshali Kala,438084.0,Industrial Corridor,National Highways Act 1956,37.92,52,23,7,7,9,5,0,146009800,94112700,51897000,4247100,3900200,0.9306,Compensation,235,0.2128,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00694,SYN-PROJ-00694,CHHATTISGARH,Balodabazar-Bhatapara,Palari,Khaira,443884.0,Urban Infrastructure,RFCTLARR Act 2013,16.65,56,56,29,24,11,6,1,82679700,70338600,12341100,20324800,12947100,0.6056,Scrutiny,491,0.3255,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00695,SYN-PROJ-00695,CHHATTISGARH,Bijapur,Kutru,Tungeli,451162.0,Urban Infrastructure,National Highways Act 1956,51.51,102,26,7,7,4,2,0,281768900,187309300,94459600,2393800,1041400,0.7069,Objection/Hearing,392,0.3662,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00696,SYN-PROJ-00696,CHHATTISGARH,Bijapur,Bhopalpattnam,Kondapadgu,450722.0,Urban Infrastructure,RFCTLARR Act 2013,40.3,43,167,64,16,7,5,0,350203700,339836200,10367500,29242200,21987600,0.6062,Possession,264,0.1214,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00697,SYN-PROJ-00697,CHHATTISGARH,Gariyaband,Rajim,Sahaspur,444860.0,Power Transmission,Other applicable statute,69.11,197,27,6,6,2,1,0,654506400,464820800,189685600,3167500,2161200,0.695,Award,350,0.1754,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00698,SYN-PROJ-00698,CHHATTISGARH,Mahasamund,Pithora,Chatamauha,446512.0,Industrial Corridor,National Highways Act 1956,42.01,47,158,33,32,31,19,0,417235000,255267500,161967400,21250600,8257600,0.7879,Possession,358,0.084,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00699,SYN-PROJ-00699,CHHATTISGARH,Mohla-Manpur-Ambagarh Chouki,Manpur,Tumdikasa,441455.0,Industrial Corridor,Railways Act 1989,68.72,197,135,2,2,29,14,3,155574200,126513600,29060600,1548900,1531100,0.7158,Scrutiny,523,0.1923,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00700,SYN-PROJ-00700,CHHATTISGARH,Dakshin Bastar Dantewada,Gidam,Faraspal,450161.0,Power Transmission,Other applicable statute,40.69,49,136,17,17,26,14,1,184348600,135360900,48987700,2759200,2488800,0.7808,Compensation,592,0.214,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00701,SYN-PROJ-00701,CHHATTISGARH,Kabeerdham,Rengakharkala,Sarai Patera,439511.0,Power Transmission,Other applicable statute,14.82,66,156,37,29,33,26,4,138157500,100006500,38151000,15452800,14253800,0.7521,Award,510,0.1469,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00702,SYN-PROJ-00702,CHHATTISGARH,Narayanpur,Narayanpur,Bawadi,449727.0,National Highway,Railways Act 1989,20.33,39,52,27,24,8,3,0,122851400,87357900,35493500,4655400,2818900,0.9019,Completed,744,0.3238,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00703,SYN-PROJ-00703,CHHATTISGARH,Balrampur-Ramanujganj,Wadrafnagar,Premnagar,432136.0,Irrigation,RFCTLARR Act 2013,24.9,27,87,31,12,26,15,1,89208600,59087900,30120700,15413600,11736500,0.7647,Notification,702,0.4558,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00704,SYN-PROJ-00704,CHHATTISGARH,Dhamtari,Magarlod,Dabha,446926.0,Irrigation,Railways Act 1989,34.54,110,22,9,1,1,0,0,119202800,85385200,33817600,3735300,1695000,0.5972,Completed,518,0.1969,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00705,SYN-PROJ-00705,CHHATTISGARH,Raipur,Tilda,Bemta,444883.0,Urban Infrastructure,Other applicable statute,58.39,183,137,25,23,39,21,3,414677400,404956300,9721100,13835800,3133500,0.7049,Proposal,355,0.095,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00706,SYN-PROJ-00706,CHHATTISGARH,Surajpur,Surajpur,Pidha,432612.0,Power Transmission,Railways Act 1989,18.07,128,52,10,10,18,16,3,185512400,142505300,43007100,8325600,2034300,0.9077,Possession,64,0.0553,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00707,SYN-PROJ-00707,CHHATTISGARH,Rajnandgaon,Dongargaon,Ganeri,441137.0,Irrigation,National Highways Act 1956,44.44,154,175,19,9,6,5,0,240321700,123196700,117125000,3528000,3528000,0.5617,GIS Verification,512,0.1951,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00708,SYN-PROJ-00708,CHHATTISGARH,Mahasamund,Pithora,Sawitripur,446443.0,Power Transmission,Railways Act 1989,47.84,178,24,8,8,3,1,0,186378000,109344200,77033800,1514200,1446300,0.7234,Award,228,0.1268,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00709,SYN-PROJ-00709,CHHATTISGARH,Bijapur,Bhairamgarh,Toynar,451319.0,Railway,Other applicable statute,57.58,66,177,48,38,45,41,6,500996700,420089400,80907400,40489100,28985100,0.6824,Compensation,399,0.1288,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00710,SYN-PROJ-00710,CHHATTISGARH,Bemetara,Berla,Chatuwa,442325.0,Railway,Railways Act 1989,46.48,77,107,5,5,21,16,3,135886300,76049800,59836500,1929500,743800,0.9136,Possession,686,0.2449,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00711,SYN-PROJ-00711,CHHATTISGARH,Surajpur,Biharpur,Deodhi,432650.0,Power Transmission,Railways Act 1989,14.2,197,28,1,1,11,5,1,50193700,37552700,12641000,845600,559500,0.7268,Proposal,634,0.4345,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00712,SYN-PROJ-00712,CHHATTISGARH,Korba,Katghora,Kasaipali,435899.0,Irrigation,National Highways Act 1956,62.26,158,13,3,3,5,4,0,474140100,325477600,148662600,2243100,1405400,0.7954,Completed,446,0.3654,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00713,SYN-PROJ-00713,CHHATTISGARH,Sarangarh-Bilaigarh,Sarsiwa,Shitalpur,444366.0,Industrial Corridor,Railways Act 1989,31.62,192,12,1,1,0,0,0,225237400,211290400,13947000,724000,425600,0.7903,Notification,302,0.1637,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00714,SYN-PROJ-00714,CHHATTISGARH,Sarangarh-Bilaigarh,Sarangarh,Tilaipali,435459.0,Urban Infrastructure,Railways Act 1989,25.02,168,98,48,10,4,3,0,167976700,159342600,8634200,19848800,10279100,0.8592,GIS Verification,577,0.4272,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00715,SYN-PROJ-00715,CHHATTISGARH,Balod,Daundilohara,Markam Tola,443139.0,Power Transmission,National Highways Act 1956,20.6,191,51,18,18,6,5,0,95950300,77198700,18751600,11384200,7476900,0.9488,Objection/Hearing,256,0.1903,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00716,SYN-PROJ-00716,CHHATTISGARH,Surajpur,Surajpur,Ramnagar,432587.0,National Highway,Railways Act 1989,50.99,21,75,1,1,12,9,2,403804100,365743000,38061200,562600,280600,0.8902,Compensation,531,0.2173,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00717,SYN-PROJ-00717,CHHATTISGARH,Bilaspur,Belgahna,Khairjhiti,437977.0,Railway,RFCTLARR Act 2013,25.03,167,102,34,13,35,32,0,136395400,105492800,30902600,5853900,5149100,0.722,Possession,195,0.0594,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00718,SYN-PROJ-00718,CHHATTISGARH,Mohla-Manpur-Ambagarh Chouki,Mohla,Madhopur,441230.0,Irrigation,National Highways Act 1956,17.01,118,123,21,21,22,12,1,60229300,47621500,12607700,8829300,6082000,0.9864,Completed,662,0.2829,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00719,SYN-PROJ-00719,CHHATTISGARH,Durg,Dhamdha,Achholi,442440.0,Urban Infrastructure,Railways Act 1989,24.32,69,68,7,7,18,17,0,65548500,48917100,16631300,1278400,767600,0.6353,Notification,470,0.2368,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00720,SYN-PROJ-00720,CHHATTISGARH,Manendragarh-Chirmiri-Bharatpur (MCB),Bharatpur,Dhobatal,431287.0,Irrigation,Railways Act 1989,1.35,106,63,25,11,18,10,1,13763600,10690000,3073700,6496500,5021000,0.5946,Compensation,253,0.1497,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00721,SYN-PROJ-00721,CHHATTISGARH,Balodabazar-Bhatapara,Simga,Kareli,443544.0,Railway,RFCTLARR Act 2013,73.92,120,126,36,26,36,24,7,451449000,321908500,129540500,11793500,10692300,0.9943,Completed,467,0.1709,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00722,SYN-PROJ-00722,CHHATTISGARH,Surajpur,Bhatgaon,Taiya,432765.0,Irrigation,Railways Act 1989,54.61,20,41,10,7,8,4,1,242157200,214663600,27493600,7416600,6542800,0.7722,Completed,430,0.3106,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00723,SYN-PROJ-00723,CHHATTISGARH,Narayanpur,Kohkameta,Tadohur,449951.0,Railway,National Highways Act 1956,52.03,56,33,10,10,2,1,0,154765400,86977900,67787500,4069500,3848100,0.695,Notification,337,0.1137,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00724,SYN-PROJ-00724,CHHATTISGARH,Jashpur,Farsabahar,Uparghicha,434148.0,Industrial Corridor,RFCTLARR Act 2013,21.77,31,74,28,26,7,5,0,194689300,91931900,102757400,9431700,3927200,0.6418,Completed,489,0.2922,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00725,SYN-PROJ-00725,CHHATTISGARH,Korba,Poundi-Uproda,Paturiyadand,436097.0,Irrigation,Railways Act 1989,28.05,5,145,64,6,36,24,1,95720600,48769700,46950900,14661100,7584300,0.7522,R&R,667,0.3032,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00726,SYN-PROJ-00726,CHHATTISGARH,Khairagarh-Chhuikhadan-Gandai,Khairagarh,Bikrampur,440324.0,Irrigation,National Highways Act 1956,20.33,76,125,19,19,29,13,4,159934900,86008600,73926300,15736200,14961500,0.7708,GIS Verification,447,0.2205,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00727,SYN-PROJ-00727,CHHATTISGARH,Sarangarh-Bilaigarh,Sarangarh,Ichchha,435553.0,National Highway,Railways Act 1989,73.38,210,137,49,37,30,19,1,528674000,265582400,263091600,14117400,5954300,0.5502,Compensation,382,0.1313,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00728,SYN-PROJ-00728,CHHATTISGARH,Manendragarh-Chirmiri-Bharatpur (MCB),Bharatpur,Naudhiya,431213.0,National Highway,National Highways Act 1956,50.18,61,14,2,2,3,1,0,255410100,198686600,56723400,829400,459100,0.8522,Objection/Hearing,392,0.2235,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00729,SYN-PROJ-00729,CHHATTISGARH,Dhamtari,Nagri,Nawagaon (Sankra),447255.0,Irrigation,Railways Act 1989,64.81,129,123,7,7,13,12,0,393591400,281595400,111996000,4405700,3182300,0.6464,Proposal,482,0.0741,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00730,SYN-PROJ-00730,CHHATTISGARH,Korba,Katghora,Singhali,435858.0,Power Transmission,National Highways Act 1956,38.64,104,22,6,6,3,1,0,336971300,231065300,105906000,5216300,4283800,0.8994,Scrutiny,418,0.2013,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00731,SYN-PROJ-00731,CHHATTISGARH,Rajnandgaon,Lal Bahadur Nagar,Gundri,440642.0,National Highway,Railways Act 1989,34.79,21,38,19,19,4,1,2,258056600,203131400,54925200,11041400,1809400,0.806,Notification,574,0.3355,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
